act,frame,error
walkingdog,34,5.1736503
walkingdog,35,5.198707
walkingdog,36,5.313126
walkingdog,37,5.352387
walkingdog,38,5.3374763
walkingdog,39,5.2066736
walkingdog,40,5.2425895
walkingdog,41,5.311923
walkingdog,42,5.350577
walkingdog,43,5.3747716
walkingdog,44,5.332332
walkingdog,45,5.3031693
walkingdog,46,5.2466536
walkingdog,47,5.169403
walkingdog,48,5.11565
walkingdog,49,5.145767
act,frame,error
walkingtogether,0,0.0
walkingtogether,1,0.030062653
walkingtogether,2,0.060244273
walkingtogether,3,0.08387652
walkingtogether,4,0.04444828
walkingtogether,5,0.026596678
walkingtogether,6,0.023140501
walkingtogether,7,0.056044623
walkingtogether,8,0.073759615
walkingtogether,9,0.028876493
walkingtogether,10,0.06923255
walkingtogether,11,0.31987152
walkingtogether,12,0.6165869
walkingtogether,13,0.9835006
walkingtogether,14,1.3272775
walkingtogether,15,1.5453688
walkingtogether,16,1.6581353
walkingtogether,17,1.7285223
walkingtogether,18,1.7934252
walkingtogether,19,1.8465168
walkingtogether,20,1.9091272
walkingtogether,21,1.950687
walkingtogether,22,1.9937754
walkingtogether,23,2.0650432
walkingtogether,24,2.1478243
walkingtogether,25,2.230651
walkingtogether,26,2.2866273
walkingtogether,27,2.3426714
walkingtogether,28,2.3877819
walkingtogether,29,2.4533827
walkingtogether,30,2.467886
walkingtogether,31,2.5001519
walkingtogether,32,2.5603466
walkingtogether,33,2.7124362
walkingtogether,34,2.995134
walkingtogether,35,3.3338332
walkingtogether,36,3.5355344
walkingtogether,37,3.5959926
walkingtogether,38,3.634394
walkingtogether,39,3.5771983
walkingtogether,40,3.4806879
walkingtogether,41,3.4224298
walkingtogether,42,3.3683004
walkingtogether,43,3.324402
walkingtogether,44,3.3639724
walkingtogether,45,3.360707
walkingtogether,46,3.3637373
walkingtogether,47,3.2774312
walkingtogether,48,3.1542184
walkingtogether,49,3.0405216
